label,key,cer,wer,mean_similarity,min_similarity,std_similarity,ref_to_hyp_mean,hyp_to_ref_mean,layoutlmv3_cosine_similarity
1.original,62_2020_QH14_418229,0.12380205,0.54204156,0.847143,0.588492,0.031107,0.887812,0.883012,1
1.original,62_2025_QH15_643744,0.14255907,0.6286663,0.788077,0.558806,0.06985,0.849801,0.839792,1
1.original,63_2020_QH14_402074,0.13482016,0.59179515,0.829032,0.700882,0.027464,0.867899,0.865836,1
1.original,63_2025_QH15_639242,0.13324873,0.6129528,0.834699,0.704388,0.028085,0.873651,0.867948,1
1.original,63_2026_QD-UBND_709654,0.11480518,0.49547284,0.859514,0.660794,0.040066,0.903424,0.895992,1
1.original,64_2020_QH14_374160,0.12646556,0.55263448,0.837266,0.688848,0.02531,0.879456,0.873841,1
1.original,64_2025_QH15_639239,0.12905121,0.57551787,0.840249,0.732191,0.025003,0.88139,0.880753,1
1.original,65_2020_QH14_422708,0.1382596,0.60448746,0.81474,0.697644,0.040993,0.867505,0.858545,1
1.original,65_2025_QH15_639241,0.12917316,0.57815466,0.829198,0.600335,0.035649,0.881164,0.874974,1
1.original,66_2020_QH14_439845,0.12499076,0.56514325,0.848689,0.751574,0.024317,0.882364,0.885593,1
1.original,66_2025_QH15_621225,0.16949816,0.57753059,0.783755,0.460093,0.088603,0.873355,0.872193,1
1.original,67_2020_QH14_m_373520,0.12932943,0.57940121,0.807878,0.522275,0.039027,0.861784,0.862504,1
1.original,67_2025_QH15_580594,0.12520384,0.55826322,0.83616,0.745663,0.025142,0.877942,0.877053,1
1.original,68_2020_QH14_435315,0.12168502,0.51240979,0.830719,0.710356,0.032007,0.876221,0.878466,1
1.original,68_2025_QH15_578018,0.12880761,0.58524206,0.833676,0.642794,0.027847,0.86934,0.869728,1
1.original,69_2020_QH14_439844,0.13163222,0.57227064,0.838894,0.692619,0.027392,0.880681,0.876132,1
1.original,69_2025_QH15_603983,0.12692739,0.56582175,0.844631,0.710723,0.026835,0.885496,0.8857,1
1.original,70_2020_QH14_376557,0.14412219,0.62113606,0.837692,0.60764,0.029795,0.880613,0.872815,1
1.original,70_2025_QH15_580121,0.12785244,0.57263045,0.844581,0.700027,0.029729,0.886119,0.879354,1
1.original,70_2026_NQ-HDND_709515,0.12182843,0.5313093,0.841184,0.661225,0.058066,0.89888,0.895524,1
1.original,71_2020_QH14_366792,0.11923406,0.53070439,0.818772,0.635988,0.039193,0.861938,0.864787,1
1.original,71_2025_QH15_621341,0.12683589,0.57647929,0.841131,0.557721,0.039112,0.882661,0.881506,1
1.original,72_2020_QH14_431147,0.12486211,0.56068122,0.846309,0.661581,0.022795,0.888169,0.885478,1
1.original,72_2025_QH15_649675,0.12751192,0.57237122,0.834683,0.629844,0.031115,0.882035,0.878673,1
1.original,73_2021_QH14_445185,0.11499432,0.51627501,0.838305,0.709587,0.025648,0.879938,0.875555,1
1.original,73_2025_QH15_621345,0.11820343,0.52645782,0.85295,0.7384,0.021538,0.885058,0.883913,1
1.original,74_2025_QH15_m_530912,0.12985048,0.5861709,0.832027,0.648357,0.030562,0.876553,0.870141,1
1.original,75_2025_QH15_555035,0.12113818,0.55343194,0.829319,0.614574,0.055629,0.877931,0.878572,1
1.original,76_2025_QH15_659899,0.12109215,0.53423812,0.831893,0.679117,0.048428,0.873848,0.879858,1
1.original,77_2025_QH15_643029,0.13182833,0.58953778,0.811291,0.543718,0.076201,0.863734,0.869186,1
1.original,78_2025_QH15_m_623226,0.12544644,0.56508423,0.841523,0.632627,0.032797,0.884033,0.878449,1
1.original,79_2025_QH15_660522,0.13640441,0.59165335,0.810253,0.463536,0.068411,0.848736,0.859357,1
1.original,80_2025_QH15_649688,0.12695706,0.56861035,0.837828,0.763607,0.021773,0.878422,0.871636,1
1.original,81_2025_QH15_660533,0.11446886,0.49625607,0.855381,0.699321,0.028692,0.899786,0.892072,1
1.original,82_2025_QH15_660530,0.12277669,0.54594371,0.811629,0.562004,0.049677,0.858461,0.864132,1
1.original,83_2025_QH15_663780,0.15308357,0.64037203,0.790845,0.462808,0.071734,0.842929,0.83989,1
1.original,84_2025_QH15_655378,0.10929268,0.50201131,0.84536,0.583094,0.041785,0.896291,0.884446,1
1.original,85_2025_QH15_651570,0.11747681,0.51439446,0.834694,0.574637,0.04698,0.890759,0.888948,1
1.original,86_2025_QH15_662377,0.12050023,0.54055323,0.78261,0.495895,0.05307,0.856091,0.859973,1
1.original,87_2025_QH15_662673,0.13074257,0.56991179,0.843679,0.728473,0.030538,0.880468,0.883796,1
1.original,88_2025_QH15_m_659898,0.12921867,0.56747881,0.81046,0.509569,0.050264,0.865361,0.861234,1
1.original,89_2025_QH15_650061,0.11295182,0.50208326,0.860032,0.276704,0.051873,0.902186,0.89561,1
1.original,8_2026_QH16_704810,0.13306052,0.5807601,0.825889,0.689061,0.033851,0.874097,0.866345,1
1.original,90_2025_QH15_m_662379,0.12828775,0.56095268,0.832402,0.505134,0.040466,0.879172,0.880847,1
1.original,91_2025_QH15_m_625628,0.12572361,0.54131172,0.846728,0.699411,0.024308,0.88257,0.877181,1
1.original,92_2025_QH15_659897,0.12497531,0.55747437,0.851948,0.77819,0.023148,0.888487,0.883459,1
1.original,93_2025_QH15_m_581164,0.12379102,0.5624227,0.8465,0.633071,0.028271,0.889578,0.885828,1
1.original,94_2025_QH15_643689,0.12568544,0.55637847,0.850457,0.592395,0.032402,0.890716,0.886996,1
1.original,95_2025_QH15_622480,0.13324815,0.59055118,0.836344,0.701622,0.03031,0.887528,0.876019,1
1.original,96_2025_QH15_648594,0.12950257,0.55737018,0.839984,0.741985,0.030078,0.873715,0.871116,1
1.original,97_2025_QH15_663709,0.13026193,0.55063508,0.809704,0.672111,0.042442,0.860451,0.865182,1
1.original,98_2025_QH15_662116,0.12530524,0.54514575,0.844085,0.677038,0.034988,0.885075,0.887682,1
1.original,99_2025_QH15_662829,0.12295125,0.54478834,0.813439,0.517735,0.053053,0.876285,0.870433,1
2.insert,01_2021_QH15_486447,0.1713044,0.56786227,0.838323,0.672402,0.032988,0.888433,0.887441,0.999533
2.insert,01_2026_NQ-HDND_707600,0.1409812,0.5955822,0.83795,0.719912,0.027631,0.879197,0.87584,0.999597
2.insert,01_2026_NQ-HDND_707836,0.35201401,0.8251634,0.792015,0.617702,0.094012,0.831946,0.879514,0.960443
2.insert,01_2026_QH16_704788,0.12978736,0.52551419,0.838459,0.640563,0.034971,0.888196,0.875831,0.998962
2.insert,02_2021_QH15_489113,0.29746306,0.7300995,0.708368,0.374608,0.166603,0.736259,0.844324,0.997237
2.insert,02_2026_NQ-HDND_707102,0.16414891,0.5696434,0.843355,0.677873,0.049508,0.897616,0.894877,0.997539
2.insert,02_2026_NQ-HDND_707534,0.13766853,0.58446602,0.842982,0.689339,0.02806,0.885961,0.879186,0.998553
2.insert,02_2026_NQ-HDND_707835,0.31644755,0.7320476,0.830624,0.704566,0.043809,0.881253,0.879921,0.998608
2.insert,02_2026_NQ-HDND_708053,0.21264527,0.61988672,0.836866,0.695697,0.048144,0.892678,0.889231,0.988143
2.insert,02_2026_QH16_696077,0.12615038,0.54476531,0.844145,0.651438,0.026873,0.883691,0.881273,0.999807
2.insert,02_2026_UBTVQH16_708292,0.49931554,0.93141946,0.804414,0.709365,0.060619,0.858595,0.869341,0.981625
2.insert,03_2022_QH15_m_486653,0.14905256,0.55588184,0.82335,0.555112,0.060542,0.877658,0.878615,0.997399
2.insert,03_2026_NQ-HDND_707107,0.20891441,0.61107615,0.820932,0.718388,0.038346,0.876578,0.873653,0.994176
2.insert,03_2026_NQ-HDND_707251,0.18070226,0.58737024,0.833621,0.699631,0.052802,0.888803,0.889974,0.996743
2.insert,03_2026_NQ-HDND_707834,0.22451047,0.62681992,0.829004,0.665924,0.069934,0.89227,0.889202,0.972461
2.insert,03_2026_NQ-HDND_709377,0.2150082,0.64461248,0.839871,0.745808,0.036261,0.88333,0.880844,0.98364
2.insert,03_2026_QH16_694806,0.14266257,0.55713688,0.837454,0.703201,0.027849,0.878843,0.869007,0.998108
2.insert,04_2022_QH15_477977,0.15595984,0.62015371,0.820741,0.520507,0.056589,0.862454,0.857339,0.999363
2.insert,04_2026_NQ-HDND_707101,0.13744455,0.38122243,0.806621,0.624491,0.098638,0.939224,0.933198,0.998917
2.insert,04_2026_NQ-HDND_707533,0.23965262,0.66107679,0.831166,0.752008,0.04732,0.901895,0.89881,0.99225
2.insert,04_2026_NQ-HDND_707833,0.16010481,0.57963773,0.839313,0.593786,0.066757,0.880068,0.890694,0.998189
2.insert,04_2026_NQ-HDND_707870,0.26564496,0.62778272,0.808349,0.59287,0.064972,0.890854,0.895911,0.998167
2.insert,04_2026_QH16_681012,0.15798352,0.60836252,0.823966,0.690624,0.032292,0.856919,0.861081,0.996345
2.insert,05_2022_QH15_486445,0.13211854,0.55755611,0.836234,0.704894,0.027838,0.88826,0.873267,0.999755
2.insert,05_2026_NQ-HDND_707049,0.19892401,0.57884972,0.825033,0.648728,0.063419,0.88663,0.894177,0.991754
2.insert,05_2026_NQ-HDND_707532,0.15911156,0.60274253,0.839863,0.71079,0.030342,0.882203,0.88033,0.997756
2.insert,05_2026_NQ-HDND_707602,0.17237153,0.57464213,0.837346,0.599566,0.061336,0.895869,0.876916,0.99779
2.insert,05_2026_NQ-HDND_707832,0.19151171,0.63047712,0.801027,0.605818,0.066736,0.865709,0.856914,0.998623
2.insert,05_2026_QH16_704792,0.15165114,0.56713819,0.828043,0.653154,0.039386,0.864612,0.865228,0.997323
2.insert,06_2022_QH15_418232,0.12395333,0.54222916,0.820059,0.348863,0.045289,0.875798,0.879922,0.999675
2.insert,06_2026_NQ-HDND_707048,0.27647059,0.6698821,0.84402,0.76651,0.046244,0.910405,0.902558,0.99243
2.insert,06_2026_NQ-HDND_707604,0.36317871,0.77310924,0.825657,0.691572,0.070415,0.909127,0.88776,0.982629
2.insert,06_2026_QH16_704653,0.14353431,0.57336656,0.825055,0.628588,0.047645,0.870817,0.879223,0.997858
2.insert,07_2022_QH15_458435,0.13590145,0.59080936,0.829562,0.624002,0.028056,0.872597,0.869284,0.999884
2.insert,07_2026_NQ-HDND_707047,0.18533139,0.59516908,0.833471,0.654727,0.066218,0.898201,0.894725,0.996537
2.insert,07_2026_NQ-HDND_707601,0.25928665,0.58964143,0.754633,0.356437,0.140999,0.814398,0.86618,0.997196
2.insert,07_2026_QH16_704791,0.13464783,0.56507517,0.839186,0.621259,0.030132,0.884591,0.871951,0.999734
2.insert,08_2022_QH15_m_465916,0.13062647,0.59157531,0.834536,0.643566,0.026885,0.87929,0.87175,0.99994
2.insert,08_2026_NQ-HDND_707605,0.31412268,0.73235686,0.818676,0.698739,0.060187,0.902211,0.885969,0.95365
2.insert,08_2026_NQ-HDND_710089,0.27907504,0.71907757,0.815441,0.716896,0.051485,0.889078,0.879994,0.995546
2.insert,09_2022_QH15_m_513345,0.16130952,0.63920897,0.820915,0.627224,0.041477,0.85721,0.862593,0.99926
2.insert,09_2026_NQ-HDND_707045,0.32430191,0.80228137,0.820753,0.74279,0.042557,0.876679,0.871039,0.975019
2.insert,09_2026_NQ-HDND_707103,0.29478174,0.72357724,0.809137,0.691312,0.058623,0.875637,0.875868,0.985869
2.insert,09_2026_QH16_703956,0.3223301,0.76054591,0.750905,0.517924,0.108662,0.815248,0.861414,0.974411
2.insert,100_2025_QH15_688908,0.14523835,0.58163362,0.838983,0.748931,0.02415,0.870808,0.873893,0.999272
2.insert,101_2025_QH15_686537,0.13166476,0.55005111,0.839726,0.555259,0.037623,0.878868,0.87793,0.999112
2.insert,102_2025_QH15_624015,0.14932127,0.57735272,0.843633,0.737004,0.026801,0.879548,0.879827,0.998978
2.insert,103_2025_QH15_686538,0.1405814,0.56546822,0.83041,0.627384,0.035501,0.872479,0.86738,0.999288
2.insert,104_2025_QH15_633465,0.14941656,0.61511644,0.828185,0.74962,0.021096,0.861574,0.858243,0.999192
2.insert,105_2025_QH15_667661,0.12790444,0.5447295,0.852868,0.681379,0.027066,0.891646,0.886254,0.999692
2.insert,106_2025_QH15_628717,0.11869489,0.51742447,0.848358,0.599969,0.030885,0.898,0.891581,0.999919
2.insert,107_2025_QH15_346850,0.1450897,0.554371,0.833619,0.708917,0.037592,0.885592,0.885576,0.998099
2.insert,108_2025_QH15_675268,0.13123055,0.58071681,0.836726,0.589255,0.030122,0.882704,0.875383,0.999477
2.insert,109_2025_QH15_665870,0.14848403,0.59349468,0.835074,0.662267,0.030846,0.872336,0.871028,0.995685
2.insert,10_2022_QH15_546085,0.13118374,0.55932957,0.839027,0.487304,0.036192,0.889187,0.876841,0.999531
2.insert,10_2026_NQ-HDND_707046,0.22535211,0.64871383,0.792646,0.428644,0.119999,0.88515,0.855571,0.99099
2.insert,10_2026_NQ-HDND_707105,0.31565217,0.71466667,0.818922,0.700799,0.060433,0.901374,0.884594,0.991814
2.insert,110_2025_QH15_581160,0.13196286,0.56052031,0.835861,0.570855,0.041074,0.881545,0.872696,0.999609
2.insert,111_2025_QH15_667663,0.16161012,0.66453116,0.820464,0.742459,0.02489,0.856656,0.856433,0.998579
2.insert,112_2025_QH15_586814,0.13616075,0.57765074,0.839864,0.661051,0.032823,0.882578,0.880695,0.999732
2.insert,113_2025_QH15_443680,0.13975674,0.54752098,0.81522,0.443305,0.073784,0.879277,0.876732,0.998685
2.insert,114_2025_QH15_658530,0.13346401,0.56940464,0.819952,0.511726,0.045358,0.863469,0.866807,0.999218
2.insert,115_2025_QH15_675264,0.15260679,0.59489394,0.828612,0.689073,0.03666,0.873413,0.871457,0.999178
2.insert,116_2025_QH15_666020,0.12633135,0.54290351,0.831648,0.55348,0.050836,0.886037,0.878103,0.999506
2.insert,117_2025_QH15_685866,0.14429267,0.58662555,0.840124,0.752689,0.023114,0.876007,0.875835,0.999691
2.insert,118_2025_QH15_682798,0.13988672,0.57740864,0.815065,0.569656,0.04193,0.867876,0.871189,0.999503
2.insert,119_2025_QH15_685933,0.15850754,0.58646154,0.835376,0.504192,0.079466,0.889571,0.872972,0.995123
2.insert,11_2022_QH15_544688,0.11336338,0.50482748,0.852029,0.690293,0.023634,0.887989,0.883681,0.999485
2.insert,11_2026_NQ-HDND_707106,0.23378931,0.61947627,0.799581,0.66868,0.082265,0.890437,0.89784,0.989774
2.insert,11_2026_NQ-HDND_707159,0.42211894,0.7811245,0.85229,0.690163,0.03321,0.895003,0.893062,0.999639
2.insert,11_2026_NQ-HDND_709745,0.23285338,0.66317992,0.800455,0.586025,0.071195,0.871159,0.872185,0.976902
2.insert,120_2025_QH15_666019,0.12478358,0.53053019,0.831232,0.507251,0.041475,0.872827,0.872022,0.99986
2.insert,121_2025_QH15_689140,0.13396484,0.57264077,0.835993,0.413291,0.04661,0.876798,0.867928,0.999643
2.insert,122_2025_QH15_662035,0.14222139,0.61129881,0.838367,0.720466,0.024019,0.880158,0.866006,0.999071
2.insert,123_2025_QH15_656970,0.1462585,0.59823905,0.82613,0.59102,0.041176,0.869362,0.868769,0.997114
2.insert,124_2025_QH15_687560,0.13621614,0.59254468,0.848983,0.656109,0.027711,0.889097,0.879632,0.999135
2.insert,125_2025_QH15_663779,0.1395423,0.59451825,0.84568,0.698405,0.025094,0.883167,0.874067,0.999498
2.insert,126_2025_QH15_581548,0.12198468,0.50782963,0.856307,0.747571,0.024026,0.891911,0.892958,0.999563
2.insert,127_2025_QH15_686325,0.11895773,0.52042607,0.847801,0.680925,0.028137,0.903218,0.88983,0.999976
2.insert,128_2025_QH15_679014,0.1377945,0.58350082,0.807575,0.450663,0.040241,0.855678,0.853436,0.999564
2.insert,129_2025_QH15_675261,0.14416431,0.6014879,0.830444,0.483185,0.051036,0.864822,0.870399,0.99865
2.insert,12_2022_QH15_505749,0.12776159,0.54620864,0.847553,0.705123,0.023639,0.887461,0.881572,0.999497
2.insert,12_2026_NQ-HDND_707158,0.34300287,0.78739003,0.822906,0.704872,0.052683,0.892584,0.883263,0.970949
2.insert,12_2026_NQ-HDND_709406,0.19231967,0.6271777,0.818937,0.543643,0.084459,0.873425,0.888401,0.996566
2.insert,12_2026_NQ-HDND_709746,0.29665972,0.67741935,0.835045,0.711491,0.036683,0.882388,0.880745,0.996557
2.insert,12_NQ-HDND_707831,0.15231731,0.56551455,0.834563,0.63651,0.045553,0.888286,0.886386,0.997238
2.insert,12_NQ-HDND_708054,0.12528732,0.54421414,0.842212,0.445566,0.050831,0.894305,0.888749,0.999531
2.insert,130_2025_QH15_687674,0.11679704,0.52,0.835709,0.43015,0.043443,0.891634,0.882507,0.99969
2.insert,131_2025_QH15_675267,0.1443943,0.59920007,0.822247,0.287922,0.073768,0.86077,0.868522,0.999544
2.insert,132_2025_QH15_685733,0.15265459,0.5493477,0.831529,0.689055,0.041242,0.871724,0.872728,0.995903
2.insert,133_2025_QH15_675211,0.1295222,0.56212026,0.846702,0.660434,0.030653,0.883383,0.881356,0.999666
2.insert,134_2025_QH15_679013,0.1366241,0.56661154,0.842302,0.692731,0.028238,0.875551,0.871995,0.998667
2.insert,135_2025_QH15_675213,0.12516322,0.54269731,0.845735,0.357054,0.043616,0.893501,0.884232,0.999866
2.insert,135_NQ-CP_706738,0.18462657,0.59991639,0.843577,0.695816,0.038211,0.886779,0.88336,0.99804
2.insert,136_2025_QH15__686937,0.15671303,0.61541353,0.8029,0.620768,0.050133,0.864914,0.856078,0.997913
2.insert,137_2025_QH15_686549,0.17641443,0.65802305,0.817727,0.666023,0.034954,0.854186,0.855759,0.99719
2.insert,138_2025_QH15_686527,0.15853659,0.57918196,0.827708,0.53736,0.069943,0.876556,0.879024,0.997978
2.insert,139_2025_QH15_684512,0.15912888,0.59856631,0.814816,0.648498,0.052529,0.862683,0.865498,0.997265
2.insert,13_2022_QH15_490095,0.12679069,0.52569265,0.837427,0.526573,0.040443,0.874541,0.87369,0.999494
2.insert,13_2026_NQ-HDND_707807,0.29640947,0.72228705,0.787058,0.6324,0.078313,0.872666,0.870678,0.988002
2.insert,13_2026_NQ-HDND_709407,0.24082278,0.68613139,0.83162,0.705371,0.042915,0.89034,0.881272,0.99407
2.insert,13_2026_NQ-HDND_709751,0.33489607,0.70724638,0.822773,0.671891,0.03524,0.873033,0.874495,0.999482
2.insert,140_2025_QH15_675263,0.39777572,0.80869212,0.815801,0.665756,0.053767,0.861755,0.864764,0.999023
2.insert,140_NQ-CP_707328,0.23663751,0.65070007,0.823628,0.684514,0.054891,0.882454,0.883841,0.997695
2.insert,141_2025_QH15_686550,0.15293688,0.57748777,0.845562,0.670482,0.0369,0.881945,0.882457,0.997778
2.insert,141_NQ-CP_708014,0.29619498,0.74590164,0.788881,0.601486,0.062106,0.848897,0.84614,0.981137
2.insert,142_2025_QH15_675210,0.12648619,0.55038378,0.841559,0.560198,0.027784,0.886903,0.87738,0.999895
2.insert,143_2025_QH15_681550,0.14126083,0.53567728,0.792765,0.452996,0.074769,0.885006,0.883042,0.999903
2.insert,143_NQ-CP_709397,0.42314335,0.82941176,0.837196,0.770161,0.049947,0.906898,0.892955,0.976158
2.insert,144_2025_QH15_675260,0.13613492,0.54424559,0.841253,0.627239,0.039923,0.883862,0.88511,0.99886
2.insert,145_2025_QH15_684669,0.15093531,0.61355758,0.839246,0.753719,0.020597,0.871349,0.868413,0.997836
2.insert,146_2025_QH15_675259,0.13063478,0.56531874,0.809469,0.45785,0.065516,0.875755,0.881344,0.999886
2.insert,147_2025_QH15_675265,0.13494297,0.55323042,0.827439,0.517079,0.055487,0.87119,0.875023,0.999536
2.insert,148_2025_QH15_m_675262,0.14191582,0.60283064,0.842356,0.705109,0.023508,0.875324,0.873302,0.999584
2.insert,148_NQ-CP_710006,0.25696512,0.63571997,0.839813,0.546298,0.049217,0.89657,0.890135,0.999856
2.insert,149_2025_QH15_679698,0.4197063,0.88387097,0.768413,0.657053,0.068093,0.84603,0.809701,0.962842
2.insert,14_2022_QH15_519327,0.12585648,0.53529412,0.844914,0.680515,0.025265,0.888472,0.880403,0.999817
2.insert,14_2026_NQ-HDND_707808,0.19060068,0.60459184,0.847311,0.673966,0.042646,0.89796,0.893265,0.998579
2.insert,14_2026_NQ-HDND_709408,0.22456285,0.64520124,0.79983,0.602767,0.081493,0.88059,0.886989,0.993095
2.insert,14_2026_NQ-HDND_710206,0.17094142,0.59220848,0.80865,0.563553,0.059241,0.876102,0.877595,0.999089
2.insert,14_NQ-HDND_707830,0.22255147,0.65593705,0.775973,0.63418,0.068535,0.864576,0.858704,0.987753
2.insert,150_2025_QH15_685773,0.1369718,0.55546054,0.838829,0.759605,0.022183,0.878144,0.870892,0.999266
2.insert,15_2023_QH15_372143,0.13319271,0.58941083,0.827556,0.608609,0.031015,0.87488,0.867809,0.999817
2.insert,15_2026_NQ-HDND_707809,0.30584316,0.61834601,0.829816,0.724552,0.041636,0.879849,0.877958,0.993465
2.insert,15_2026_NQ-HDND_707811,0.3010779,0.72302558,0.828609,0.765585,0.037717,0.884491,0.871338,0.957753
2.insert,15_2026_NQ-HDND_709741,0.34889523,0.59426327,0.818979,0.585857,0.051266,0.88247,0.884527,0.999869
2.insert,15_NQ-HDND_707829,0.38682197,0.72946288,0.840614,0.673774,0.055995,0.909676,0.904592,0.998942
2.insert,16_2023_QH15_519324,0.15459886,0.5748492,0.83616,0.667071,0.026565,0.876337,0.874203,0.999697
2.insert,16_2026_NQ-HDND_707769,0.2250272,0.66091371,0.834197,0.653352,0.050677,0.896562,0.886238,0.997382
2.insert,16_2026_NQ-HDND_707810,0.22634082,0.62546262,0.839115,0.727242,0.04687,0.901834,0.893588,0.985694
2.insert,17_2023_QH15_499239,0.12037526,0.52195333,0.835111,0.631715,0.028244,0.881053,0.878358,0.999934
2.insert,17_2026_NQ-HDND_709410,0.2357586,0.63372093,0.824061,0.702899,0.04632,0.893483,0.883923,0.996591
2.insert,18_2023_QH15_519325,0.14027745,0.5925107,0.827466,0.538868,0.046564,0.872154,0.872502,0.999388
2.insert,18_2026_NQ-HDND_709411,0.23483226,0.62508568,0.815586,0.665185,0.060887,0.904808,0.898443,0.991497
2.insert,18_NQ-HDND_707827,0.36143695,0.79898649,0.8021,0.628193,0.085789,0.893989,0.87402,0.995184
2.insert,19_2023_QH15_m_500102,0.12287595,0.54009091,0.840735,0.735759,0.026847,0.887261,0.882472,0.999828
2.insert,19_2026_NQ-HDND_709412,0.17709377,0.57616005,0.794139,0.566818,0.075725,0.894734,0.890422,0.999501
2.insert,20_2023_QH15_m_513347,0.14810005,0.61908549,0.834328,0.717361,0.024861,0.875237,0.872362,0.999784
2.insert,20_2026_NQ-HDND_709415,0.22218948,0.63461538,0.81402,0.61663,0.062219,0.895964,0.885756,0.993529
2.insert,20_2026_NQ-HDND_709736,0.2616619,0.61607814,0.767738,0.287538,0.133239,0.834672,0.876229,0.999365
2.insert,20_NQ-HDND_707825,0.25084246,0.67350929,0.836317,0.726391,0.047563,0.87393,0.884372,0.997607
2.insert,21_2026_NQ-HDND_709413,0.16708178,0.58815875,0.840204,0.707855,0.0388,0.891237,0.883945,0.992594
2.insert,21_2026_NQ-HDND_709737,0.14376771,0.59058532,0.837848,0.623308,0.035689,0.8828,0.875257,0.999678
2.insert,21_NQ-HDND_707824,0.30084746,0.7597561,0.773735,0.639055,0.089985,0.861111,0.884295,0.985802
2.insert,22_2026_NQ-HDND_709414,0.17277527,0.58852691,0.83712,0.666698,0.053627,0.891782,0.895543,0.997874
2.insert,22_2026_NQ-HDND_709738,0.19259436,0.57878696,0.826666,0.682294,0.038681,0.878955,0.878829,0.999697
2.insert,23_2023_QH15_m_563579,0.1671509,0.60921366,0.818211,0.646809,0.039417,0.857567,0.860789,0.995107
2.insert,23_2026_NQ-HDND_709416,0.15889799,0.59444697,0.823377,0.64615,0.042503,0.880991,0.87443,0.996828
2.insert,23_2026_NQ-HDND_709739,0.17082434,0.55773763,0.813663,0.574292,0.0765,0.897017,0.893624,0.992676
2.insert,23_NQ-HDND_707612,0.30215024,0.68360864,0.824032,0.700684,0.052649,0.891346,0.888084,0.985974
2.insert,23_NQ-HDND_707821,0.33398886,0.7734139,0.810491,0.722451,0.044635,0.860892,0.856018,0.931316
2.insert,23_NQ-HDND_709740 (1),0.19183765,0.61973333,0.82678,0.71992,0.040641,0.882814,0.879484,0.997646
2.insert,23_NQ-HDND_709740,0.19183765,0.61973333,0.82678,0.71992,0.040641,0.882814,0.879484,0.997646
2.insert,24_2023_QH15_535782,0.12802374,0.56897667,0.839654,0.620024,0.028304,0.883188,0.877294,0.99995
2.insert,24_2026_NQ-HDND_709417,0.21796211,0.60455487,0.806032,0.569798,0.076362,0.900335,0.878721,0.993622
2.insert,24_2026_NQ-HDND_709733,0.17293428,0.58666178,0.837661,0.650392,0.032195,0.885274,0.882331,0.999313
2.insert,24_NQ-HDND_707611,0.22164948,0.62902073,0.846284,0.685673,0.049456,0.898985,0.891489,0.989776
2.insert,24_NQ-HDND_707820,0.30837636,0.74967235,0.833378,0.740523,0.045907,0.89004,0.87879,0.956353
2.insert,25_2023_QH15_548477,0.12655017,0.53365155,0.85203,0.721323,0.022535,0.890296,0.884645,0.999788
2.insert,25_2026_NQ-HDND_709430,0.24572317,0.6656,0.787724,0.391577,0.13042,0.898105,0.856626,0.99171
2.insert,25_2026_NQ-HDND_709752,0.16079494,0.5901463,0.811105,0.424474,0.075958,0.877824,0.859109,0.997925
2.insert,26_2023_QH15_m_552422,0.13827709,0.56671631,0.841629,0.646296,0.038143,0.880215,0.882526,0.999203
2.insert,26_2026_NQ-HDND_709418,0.17979706,0.58846555,0.84156,0.675747,0.049149,0.894596,0.893315,0.999117
2.insert,26_2026_NQ-HDND_709750,0.15022484,0.5774527,0.828379,0.573453,0.035985,0.88365,0.877537,0.999805
2.insert,26_NQ-HDND_709743,0.14151095,0.55340717,0.829335,0.626469,0.041563,0.879162,0.874585,0.999454
2.insert,278_NQ-UBTVQH16_709850,0.18369911,0.65642265,0.816916,0.694748,0.049198,0.893007,0.873371,0.999255
2.insert,279_NQ-UBTVQH16_709851,0.15943775,0.65056445,0.830263,0.596604,0.042696,0.870007,0.868076,0.999255
2.insert,27_2023_QH15_528669,0.13350857,0.53889235,0.834713,0.678982,0.027215,0.884216,0.882012,0.999991
2.insert,27_2026_NQ-HDND_709419,0.18104223,0.59700872,0.811549,0.467425,0.098982,0.875811,0.888948,0.998281
2.insert,27_2026_NQ-HDND_709748,0.27588476,0.66448766,0.851491,0.677513,0.03969,0.899933,0.899289,0.999274
2.insert,28_2023_QH15_583801,0.12410318,0.55107765,0.856925,0.650541,0.02572,0.899463,0.893568,0.999901
2.insert,28_2026_NQ-CP_710007,0.20778891,0.62214411,0.833151,0.733477,0.042139,0.892038,0.892139,0.98918
2.insert,28_2026_NQ-HDND_709420,0.19680055,0.61769437,0.815593,0.620852,0.060531,0.893513,0.881045,0.996752
2.insert,28_2026_NQ-HDND_710200,0.14616902,0.56792498,0.79942,0.504496,0.053887,0.870334,0.865969,0.997321
2.insert,29_2023_QH15_530116,0.12596659,0.54353242,0.843223,0.673276,0.026524,0.891772,0.88295,0.999879
2.insert,29_2026_NQ-HDND_709421,0.34143001,0.64591837,0.826151,0.740484,0.044097,0.888025,0.890265,0.999407
2.insert,30_2023_QH15_445699,0.15829478,0.60760326,0.823303,0.335283,0.08142,0.859124,0.865966,0.998381
2.insert,30_2026_NQ-HDND_709429,0.23261565,0.65947404,0.806205,0.699562,0.045623,0.869842,0.865999,0.995864
2.insert,31_2024_QH15_523642,0.13780414,0.60403481,0.825789,0.597986,0.029275,0.873775,0.87307,0.999898
2.insert,31_2026_NQ-HDND_709428,0.20510821,0.61500226,0.821833,0.620358,0.066375,0.874064,0.885937,0.995322
